White,Black,WhiteElo,BlackElo,Result,ECO,Opening,TimeControl,Termination,Moves,Event,white_rating,black_rating,rating_diff,rated,opening_ply,ResultEncoded
liamclimbguy9k,Zelma,1535,1982,1-0,A02,Bird Opening,60+0,Time forfeit,f4 h5 Nf3 h4 d3 a5 Be3 a4 Bf2 h3 Bg3 hxg2 Bxg2 Nf6 h3 d6 Qd2 Bf5 Nc3 Nc6 O-O-O Nd4 Nxd4 Qd7 Nxf5 Qxf5 Be4 Qa5 Bf2 b5 Bd4 b4 Bxf6 gxf6 Nd5 c5 Nxf6+ exf6 Bd5 Bh6 e4 a3 b3 Qb5 Bc4 Qd7 Rde1 Rg8 e5 fxe5 fxe5 Bxd2+ Kxd2 d5 e6 fxe6 Rxe6+ Qxe6 Bb5+ Qc6 Bxc6+ Kd8 Re1 Rg2+ Kd1 Ra6 Re8+ Kc7 Bxd5 Kd6 Bxg2,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,1535,1982,-447,1,10.0,2
ayoub2014,m9ra,1607,1588,0-1,A04,Zukertort Opening: Slav Invitation,120+0,Normal,Nf3 c6 e4 d5 Ba6 bxa6 Qe2 dxe4 Qxa6 Bxa6 Nc3 g6 Nd5 cxd5 Ne5 f6 Nf7 Kxf7 d4 Qa5+ c3 e5 Bh6 Bxh6,Rated Bullet game,1607,1588,19,1,10.0,0
rajma420,polmorenoc,1467,1440,1-0,A06,Zukertort Opening: Tennison Gambit,60+0,Normal,e4 d5 Nf3 dxe4 Ng5 Nf6 Nc3 h6 Ngxe4 Nxe4 Nxe4 c6 Ng3 e5 d3 Bd6 Be3 h5 Be2 h4 O-O hxg3 fxg3 Be6 Rf2 Nd7 Rf1 Qe7 Qd2 O-O-O Qd1 Kb8 Qd2 Bc5 Qd1 Bxe3+ Kh1 Bh3 gxh3 Rxh3 Rf3 Nf6 Bf1 Ng4 Bxh3 Qe6 Bxg4 Qxg4 Rxe3 Re8 Qxg4 f6 Qxg7 Rd8 Qxf6 Rc8 Qxe5+ Ka8 Rf3 a6 Rf8 Rb8 Rxb8+ Ka7 Qe8 Kb6 Rc8 Kc5,Rated Bullet tournament https://lichess.org/tournament/cCgRWiW2,1467,1440,27,1,10.0,2
reydeguerras,FACETIMECOMAU,1481,1924,0-1,C47,Four Knights Game: Scotch Variation Accepted,300+0,Normal,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 d5 Nxd5 Nxd5 exd5 Qxd5 Be3 Bc5 Nxc6 Qxc6 a4 O-O Bd3 Bxe3 fxe3 Qxg2 Rf1 Bg4 Qd2 Qc6 Bb5 Qe6 Rf4 Rad8 Bd3 Bh3 O-O-O Rfe8 e4 Qa2 Qf2 Be6 Qh4 Qa1+ Kd2 Qxb2 Ke3 Qb6+ Kf3 Bc4 e5 Bxd3 Rxd3 Qc6+ Kg4 Rxd3 cxd3 Qg2+ Kf5 g6+ Kf6 Re6#,Rated Blitz tournament https://lichess.org/tournament/summer15,1481,1924,-443,1,6.0,0
betun_adn,smagn4,1319,1448,0-1,A00,Mieses Opening,60+0,Time forfeit,d3 c5 Bd2 d5 Bd2 e5 h3 d4 Nf3 Bd6 Bg5 f6 Bh4 Bf5 g4 Be6 g5 Nf6 e4 Nfd7 Bh3 Qxe7 Bxe6 Qxe6 Rg1 hxg5 hxg5 Nxg5 Qg6 Qf3 Nh3 Qh7 Rxg8+ Qxg8 Qxg5 Qg1+ Ke2 Qxd1+ Kxd1 Nc6 Kd2 Nf6 cxd4 Na3 Ng4 Nb5 Rxf2+ Rxg6 Ra1+ Ke2 Rg7+ Kc6 Nc4 Ka4,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,1319,1448,-129,1,10.0,0
karl333,Aibou,1717,1696,0-1,B06,Modern Defense,300+0,Normal,e4 g6 Nf3 Bg7 Bc4 e6 h3 d5 d3 dxc4 Bg5 Ne7 O-O cxd3 cxd3 c5 Nh2 Nbc6 f4 O-O Ng4 Bxb2 e5 Bxa1 Bf6 h5 Nh6+ Kh7 g4 Kxh6 gxh5 Bd4+ Kh2 Qa5 hxg6 Qxa2+ Kh1 fxg6 Qg4 Rxf6 Qh4+ Kg7 Qxf6+ Kg8 h4 Bd7 h5 Rf8 Qg5 Rf5,Rated Blitz game,1717,1696,21,1,10.0,0
SWJ,extasy,1921,1846,1-0,A00,"Grob Opening: Spike, Hurst Attack",120+0,Time forfeit,g4 e5 Bg2 d5 c4 c6 cxd5 cxd5 Qb3 e4 Nc3 Ne7 d3 exd3 Bf4 d2+ Kf1 Nbc6 Nb5 Na5 Qd3 Nec6 Nc7+ Kd7 Qxd5+ Ke7 Qe4+ Be6 Rd1 Rc8 Nb5 Qb6 Nd6 Rd8 Nf5+ Ke8 Ne3 g6 Nf3 f5 gxf5 gxf5 Nxf5 Nb4 N5d4 Nc4 Nxe6 Be7 Ng7+,Rated Bullet game,1921,1846,75,1,10.0,2
jamonyqueso,lujos,1802,1824,0-1,B01,Scandinavian Defense: Modern Variation #2,180+2,Normal,e4 d5 exd5 Nf6 Bb5+ Nbd7 Nc3 a6 Bc4 b5 Bb3 Nb6 Nf3 Bb7 O-O Nbxd5 Re1 c5 Nxd5 Nxd5 c3 c4 Bc2 Nf4 Re3 e6 d4 cxd3 Bxd3 Bc5 Nd4 Nxg2 Rg3 Qd5 Qf3 Bxd4 Qxd5 Bxd5 cxd4 Nh4 Rxg7 Nf3+ Kf1 Nxd4 Be3 Nf5 Bxf5 exf5 Bd4 O-O-O Rc1+ Kb8 Rxf7 Bc4+ Kg1 Rxd4 Rxf5 Rg8+ Kh1 Bd5+ Rxd5 Rxd5 h3 Rd2 Rf1 Rxb2 Kh2 Rxa2 h4 Re2 Kh3 a5 Rb1 b4 Ra1 Re5 Rd1 h5 Rd6 Rg4 Rd8+ Kc7 Rh8 b3 Rh7+ Kc6 Rh6+ Kc5 Rh8 b2 Rc8+ Kd6 Rd8+ Kc7 Rd1 a4 Rb1 a3,Rated Blitz game,1802,1824,-22,1,10.0,0
Georgy621117,PUTINchileno,1227,1282,0-1,C60,Ruy Lopez: Cozio Defense,300+0,Normal,e4 e5 Nf3 Nc6 Bb5 Nge7 Bxc6 Nxc6 d3 h6 O-O d6 Nc3 b6 Nd5 Bb7 h3 Nd4 Nxd4 exd4 Re1 Be7 Nxe7 Qxe7 e5 dxe5 c4 f6 Qa4+ c6 c5 O-O cxb6 axb6 Qc4+ Qf7 Qxf7+ Kxf7 Bd2 Rfe8 b4 c5 bxc5 bxc5 Rab1 Ba6 Rec1 Bxd3 Rb3 c4 Rb7+ Re7 Rxe7+ Kxe7 Bb4+ Ke6 Rb1 Rxa2 Re1 c3 Bf8 g5 g4 Rb2 f3 c2 Kh2 Rb1 Rg1 Rxg1 Kxg1 c1=Q+,Rated Blitz tournament https://lichess.org/tournament/summer15,1227,1282,-55,1,6.0,0
chessstrategy,erindreki,2158,2321,0-1,A01,Nimzo-Larsen Attack: English Variation,60+0,Normal,b3 c5 Bb2 Nc6 e4 d5 Bb5 e6 Bxc6+ bxc6 Qf3 d4 Na3 e5 Nc4 f6 Qg3 Ne7 f4 exf4 Qxf4 Ng6 Qg3 Be7 d3 O-O Ne2 Be6 h4 Bxc4 bxc4 Ne5 Bc1 Qa5+ Bd2 Qa3 Bf4 Qb4+ Kf2 Qb2 Rhc1 Ng6 Bd2 f5 e5 Bxh4,Rated Bullet game,2158,2321,-163,1,6.0,0
AMADAN,supermassive,2423,2091,1-0,B14,Caro-Kann Defense: Panov Attack,60+0,Time forfeit,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 e6 Nf3 Be7 Bd3 O-O O-O dxc4 Bxc4 Nc6 Re1 b6 Bg5 Bb7 Bf1 Nb4 Rc1 Nbd5 Bd3 Rc8 Qd2 Nb4 Bb1 Nfd5 Bh6 gxh6 Qxh6 f5 Qxe6+ Kh8 Bxf5 Rf6 Qe4 Rc7 Qb1 Qf8 Be4 Nxc3 bxc3 Bxe4 Qxe4 Nc6 d5 Na5 c4 Bc5 Nd4 Rxf2 Kh1 Rcf7 h3 Rf1+ Rxf1 Rxf1+ Rxf1 Qxf1+ Kh2 Bd6+ g3 Qf2+ Qg2 Qxg2+ Kxg2 Nxc4 Nf5 Nd2 Nxd6 Ne4 Nb5 Nd6 Nxd6 b5 Nxb5 a6 Na7 Kg7 d6 Kf6 d7 Ke7 d8=Q+ Kxd8 Nc6+ Kd7 Ne5+ Ke6 Nf3 Kd5 g4 Kc4 h4 Kc3 g5 Kb2 h5 Kxa2 g6,Rated Bullet game,2423,2091,332,1,6.0,2
minethatbird08,ltorres140662,1514,1532,1-0,C00,French Defense: Knight Variation,60+0,Time forfeit,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Bd3 Be7 Nbd2 O-O O-O Nc6 c3 Bg4 Qc2 h6 a4 Bd6 b4 Re8 Bb2 Qd7 b5 Ne7 Ba3 Bxa3 Rxa3 c6 Raa1 Nf5 bxc6 bxc6 a5 Nd6 Ne5 Qc7 Bf5 Nxf5 Nxg4 Nxg4 Nf3 Nh4 g3 Nxf3+ Kg2 Ngxh2 Rh1 Qe7 Rxh2,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,1514,1532,-18,1,6.0,2
cauefelipeccb,Chakest,1605,1377,1-0,C40,Elephant Gambit,300+4,Normal,e4 e5 Nf3 Nxe5 dxe4 Bc4 Bxe6 fxe6 Qh5+ g6 Nxg6 Qxh8 Nf6 exd3 Bh6 Qxf8+ Kd7 Qxd8+ Kxd8 Nc3 Bg5 Ke7 Ne4 Bxf6+ Kf7 Bxd8 Nxd8 O-O Nc6 Rac1 Nd4 Rfe1 e5 Nc5 b5 Rxe5 b4 Nb3 Kf6 Nxd4 Kxe5 Nxc2 b3 axb3,Rated Blitz game,1605,1377,228,1,6.0,2
ANTItheist,julianderiver,1541,1747,1-0,A52,Budapest Defense: Rubinstein Variation,180+0,Normal,c4 Nf6 d4 e5 dxe5 Ng4 Bf4 Nc6 Nf3 Bb4+ Nc3 Qe7 Qb3 Ba5 O-O-O Nxf2 Nd5 Qd8 Bg5 f6 exf6 gxf6 Bxf6,Rated Blitz game,1541,1747,-206,1,6.0,2
thony-ghali,Meitner,1590,1633,1-0,B20,Sicilian Defense: Bowdler Attack,300+0,Normal,e4 c5 Bc4 d6 f4 Nc6 Nf3 Nf6 d3 Bg4 a3 Nd4 Nbd2 a6 O-O Nxf3+ Nxf3 b5 Ba2 Qb6 Kh1 g6 Be3 Qc7 e5 Bxf3 Qxf3 Nd7 Qxa8+ Nb8 Qd5 e6 exd6 Bxd6 Qg5 Be7 Qh6 Bf8 Qg5 Be7 Qe5 Qxe5 fxe5 Nc6 Bf4 Nd4 c3 Nf5 g4 Ng7 Bh6 O-O Rf6 Bxf6 exf6 Ne8 Bxf8 Kxf8 g5 Nd6 Re1 Nf5 Kg2 Ke8 Kf3 Kd7 Kf4 Kd6 Re5 Kc6 b4 cxb4 axb4 Kd6 Rxf5 gxf5 h4 e5+ Kxf5 e4 dxe4 a5 Bxf7 axb4 cxb4 h6 gxh6 Kd7 h7 Kd6 h8=Q Kc6 Qc8+ Kd6 e5#,Rated Blitz tournament https://lichess.org/tournament/summer15,1590,1633,-43,1,6.0,2
Chedley,have-pity,1662,1820,1-0,B12,Caro-Kann Defense #2,300+0,Normal,e4 c6 d4 d5 Bd3 dxe4 Bxe4 Nf6 Nc3 e5 Bg5 exd4 Bxf6 Qxf6 Nce2 Bc5 Qd3 Nd7 Nf3 Ne5 Nxe5 Qxe5 f4 Qf6 O-O Bg4 Ng3 O-O-O Nf5 g6 Nh6 Rhe8 Nxg4 Qd6 f5 h5 Nh6 g5 Nxf7,Rated Blitz tournament https://lichess.org/tournament/summer15,1662,1820,-158,1,6.0,2
kjfoster17,winstonsmithamm,1503,1591,1-0,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation #2",300+0,Normal,d4 e6 c4 d5 Nc3 Nf6 cxd5 exd5 Bg5 Be7 e3 c6 Nf3 Bg4 Be2 O-O O-O Nbd7 h3 Bh5 g4 Bg6 Nh4 Ne4 Bxe7 Qxe7 Nxg6 fxg6 Nxe4 Qxe4 Bd3 Qf3 Qxf3 Rxf3 Kg2 Raf8 Be2 R3f6 Rac1 Kh8 Rc3 R6f7 Ra3 a6 Rb3 Nf6 f3 Rc7 Rc1 Rfc8 Rb6 Nd7 Rb3 b5 a4 Nb6 axb5 axb5 Rbc3 Nc4 b3 Nd6 Bd3 Kg8 e4 dxe4 fxe4 Nb7 Bxb5 c5 Ba6 cxd4 Rxc7,Rated Blitz tournament https://lichess.org/tournament/summer15,1503,1591,-88,1,6.0,2
FrereKeiser,Mauricio69,1580,1571,1-0,B32,Sicilian Defense: Loewenthal Variation,180+0,Normal,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 Nc3 Nf6 Bd3 Bb4 a3 Ba5 b4 Bc7 O-O O-O d5 exd5 cxd5 fxe5 Bxe5 Ne4 Nxe4 h6 Rad1 Bxf5,Rated Blitz game,1580,1571,9,1,6.0,2
encikcopypaste,oursisthefury,1632,1403,0-1,B00,St. George Defense,300+0,Normal,e4 a6 Nf3 Nc6 d4 d6 Be3 Bg4 Be2 Bxf3 Bxf3 e5 d5 Nce7 O-O Nf6 Nd2 Ng6 g3 Qd7 c4 h5 Bg5 O-O-O h4 Be7 b4 Ng4 Bxe7 Qxe7 c5 Nxh4 gxh4 Qxh4 Bxg4+ hxg4,Rated Blitz tournament https://lichess.org/tournament/summer15,1632,1403,229,1,6.0,0
FACETIMECOMAU,ChickenBrad,1931,1725,1-0,B73,"Sicilian Defense: Dragon Variation, Classical Variation #2",300+0,Normal,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nc3 g6 Be2 Bg7 Be3 Nf6 g4 O-O g5 Nd7 h4 Nde5 h5 Qb6 hxg6 fxg6 Ne6 Qxb2 Nxg7 Qxc3+ Bd2 Nf3+ Bxf3 Qxf3 Qxf3 Rxf3 Ne8 Bg4 Nc7 Rc8 Nd5 Nd4 Ne3 Nxc2+ Nxc2 Rxc2 Rg1 Bh5 Rc1 Rxa2 Rc8+ Kf7 Bc3 Ra1+ Bxa1,Rated Blitz tournament https://lichess.org/tournament/summer15,1931,1725,206,1,10.0,2
zerdax,marcusgardner,1597,1417,1-0,A00,Mieses Opening,0+1,Normal,d3 d6 e4 g5 f4 f6 fxg5 fxg5 Qh5+ Kd7 d4 Nf6 Qe2 Bg7 Nf3 Nxe4 Qxe4 e5 Qf5+ Ke8 Qe4 Qe7 dxe5 Qf6 exd6+ Qe5 Qxe5+ Bxe5 Nxe5 cxd6 Nf3 Be6 Nxg5 Ke7 Nxe6 Kxe6 Bc4+ Kd7 Bb3 Nc6 O-O Nd4 Bf4 Nxb3 axb3 Rhf8 Nc3 Rae8 Rad1 Re7 Bxd6 Re6,Rated Bullet game,1597,1417,180,1,10.0,2
Pitrinu,leaderpricebiomuesli,1906,1754,1-0,C37,"King's Gambit Accepted, Quade Gambit",60+0,Time forfeit,e4 e5 f4 exf4 Nf3 g5 Nc3 d6 d4 Bg7 g3 g4 Nh4 Bf6 Bxf4 Bxh4 gxh4 Qxh4+ Bg3 Qg5 Nd5 Kd8 Bf4 Qg7 c3 c6 Ne3 Nf6 Bd3 Re8 e5 dxe5 Bxe5 Qg5 Qd2 Nbd7 O-O-O Nxe5 dxe5 Nd5 Rhe1 Be6 Kb1 Kc7 c4 Nxe3 Rxe3 Rad8 Qe2 Rd7 Bc2 Red8 Rxd7+ Rxd7 b3 h5 Kb2 Qg7 Ka3 f6 exf6 Qf8+ Kb2 Bf7 Re7 Rxe7 fxe7 Qe8 Bf5 Kd6 Qe4 Qxe7 Qd4+,Rated Bullet tournament https://lichess.org/tournament/echqh2Jm,1906,1754,152,1,6.0,2
ialexcampos,luabonita,1574,1541,1/2-1/2,A00,Hungarian Opening: Indian Defense,0+3,Normal,g3 Nf6 Bg2 e6 f3 d5 e4 dxe4 fxe4 e5 d3 c5 Nf3 Nc6 O-O Be6 Nc3 Be7 Bg5 O-O Qe1 Qb6 b3 c4+ Kh1 cxd3 cxd3 Rad8 Rd1 Nd4 Nxe5 Nc2 Qd2 Nb4 a3 Nc6 b4 Nxe5 d4 Rxd4 Qxd4 Qxd4 Rxd4 b6 Rfd1 a5 bxa5 bxa5 Nb5 Bc5 Bxf6 Bxd4 Nxd4 gxf6 Nxe6 fxe6 Rd6 Kf7 Ra6 Rd8 h4 Rd1+ Kh2 Rd2 Rxa5 Nf3+ Kh3 Ng1+ Kh2 Nf3+ Kh3 Ng1+ Kh2 Nf3+,Rated Bullet game,1574,1541,33,1,10.0,1
rookcrook8,IplaytoRelax,1771,1590,1-0,D00,Queen's Pawn Game #2,60+0,Time forfeit,d4 d5 e3 c5 Bd3 Nc6 c3 e6 f4 cxd4 exd4 b6 Nf3 Bb7 O-O Qc7 Ne5 Bd6 b4 Bxe5 fxe5 Nh6 Qh5 Nf5 Bxf5 exf5 Rxf5 O-O-O Rf1 f6 exf6 gxf6 Bf4 Qe7 Nd2 Rhf8 Qf5+ Qd7 Qxd7+ Kxd7 b5 Rde8 bxc6+ Bxc6 a4 f5 Nf3 Rg8 Ne5+ Kc7 Nxc6+ Kxc6 a5 Re2 axb6 Rexg2+ Kh1 axb6 c4 R2g6 cxd5+ Kxd5 Ra6 Kxd4 Ra4+ Kc5 Raa1 Kb4 Rab1+ Kc5 Rbc1+ Kb5 Rb1+ Ka6 Rbd1 Kb7 Ra1 Rd8 Rad1 Rxd1 Rxd1 Rg4 Rd7+ Kc6 Bg3 Kxd7 h3 h5 Kh2 Rd4 Bf2 h4 Kg2 Rc4 Kf1 Rc2 Be3 Rc1+ Kf2 Rc2+ Kf3 Rf2+ Kxf2 f4 Ke2 b5 Bxf4 b4 Bg5 b3 Bxh4 b2 Bg5 b1=Q Bd2 Qb2 Ke3,Rated Bullet tournament https://lichess.org/tournament/gGowJPJ9,1771,1590,181,1,4.0,2
betun_adn,KingsCrusherCrusher,1272,2123,0-1,A00,Van't Kruijs Opening,60+0,Normal,e3 c6 d3 d5 Bd2 Nf6 Qxa5+ c3 Qb6 Qxc8+ Qd8 Qxd8+ Kxd8 dxe5 Bxe5 Bd3 Bf6 Nf3 Nd7 O-O Kc7 Nbd2 e5 e4 Nxe4 dxe4 Bxe4 Rhe8 Rxe7 Bxe7 Kxb7 Rd1 Rd8 Bf6 g3 Bxd4 cxd4 Rxd4 Re7+ Rd7 Rxf7 Rd7 a3 Rd2 Kg2 Nd3 b4 Rxf2+ Kg1 Kc6 Kd5 a4 Ke4 a5 b6 bxa7 a8=Q Nf3+ Kh1 Rh2#,Rated Bullet tournament https://lichess.org/tournament/qjk54baK,1272,2123,-851,1,10.0,0
Khengolkhan,gmkashefikhafan95,1998,1949,0-1,C50,Giuoco Piano,60+0,Normal,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nge7 d3 d6 c3 Bg4 h3 Bh5 Nbd2 O-O Re1 Kh8 Nf1 f5 Ng3 Bg6 Ng5 fxe4 N3xe4 Bb6 Ne6 Qd7 Nxf8 Rxf8 Be3 Nf5 Bb3 Nce7 Bxb6 axb6 Qd2 Nh4 Ng3 Qxh3 gxh3 Nf3+ Kg2 Nxd2 Rad1 Nf3 Re3 Ng5 h4 Nf7 Bxf7 Rxf7 Rf3 Nf5 Nxf5 Bxf5 Kg3 g6 d4 e4 Re3 d5 f3 Kg7 Rf1 Re7 fxe4 Bxe4 Rf4 h5 Kf2 c6 Ke1 b5 Rexe4 dxe4 Rxe4 Rxe4+ Kd2 Rxh4 Kd3 Rh2 c4 Rxb2 cxb5 Rxa2 d5 cxd5 b6 Rb2 Kd4 Rxb6 Kxd5 Rc6 Ke5 h4 Kf4 h3 Kg4 h2 Kg3 h1=Q Kf4 Qh5 Ke3 Rc4 Kd2 Qb5 Ke3 Qb3+ Kd2 Rc2+ Kd1 Qb1#,Rated Bullet game,1998,1949,49,1,2.0,0
Ivan99e,zomeonez,1408,1612,1-0,B23,Sicilian Defense: Closed Variation,60+0,Time forfeit,e4 c5 Nc3 g6 Nf3 Bg7 Bb5 e6 Ba4 Nc6 O-O Nge7 Bxc6 Nxc6 d4 d5 dxc5 dxe4 Nxe4 Ne5 Nxe5 Bxe5 Qxd8+ Kxd8 Bg5+ Kc7 Bf6 Re8 Bxe5+ Kc6 Nf6 Rd8 Nxh7 Rd5 Bg3 Rxc5 Nf6 Bd7 Nxd7 Kxd7 Rad1+ Ke7 Bd6+ Kf6 Bxc5 b6 Bd4+ e5 Bxe5+ Kxe5 Rfe1+ Kf6 Rd7 Kg7 Ree7 Rf8 Rxf7+ Rxf7 Rxf7+ Kxf7 Kf1 Ke6 Ke2 Kd5 Kf3 b5 Kg4 a5 h4 a4 h5 a3 hxg6 axb2 g7 b1=Q g8=Q+ Kd4 Qb8 Qb4 f4 Kc3 Kg5 Qe7+ Kf5 Qf7+ Kg5 Qg7+ Kf5 Qh7+ Ke6 Qh3+ Ke7 Qh7+ Kd8 Qg8+ Kc7 Qxb8+ Kxb8 Kxc2 Kc7,Rated Bullet tournament https://lichess.org/tournament/cCgRWiW2,1408,1612,-204,1,10.0,2
karljw34,ZUMOSOL,1609,2135,0-1,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",300+0,Normal,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Be3 Nf6 Bc4 O-O Bb3 d6 Qd2 Ng4 Bg5,Rated Blitz tournament https://lichess.org/tournament/summer15,1609,2135,-526,1,10.0,0
Chess-31,Mozartchess,1823,1857,0-1,E20,Nimzo-Indian Defense,180+0,Normal,d4 Nf6 c4 e6 Nc3 Bb4 e4 Nxe4 Qb3 Bxc3+ bxc3 O-O Bd3 f5 Nf3 d6 Be3 Nd7 Qc2 Ndf6 Nd2 b6 Nxe4 fxe4 Bxe4 Nxe4 Qxe4 Ba6 Qxe6+ Kh8 O-O Rf6 Qd5 Rg6 Rfe1 Qc8 f3 Bb7 Qf7 Qh3 Re2 Bxf3 Rf2 Rxg2+ Kf1 Rxf2+ Kxf2 Qg2+ Ke1 Qe2#,Rated Blitz game,1823,1857,-34,1,6.0,0
wft,Kinglink,1500,1600,0-1,A00,Ware Opening,-,Time forfeit,a4 e5,Rated Correspondence game,1500,1600,-100,1,10.0,0
Comedalte,Mitch-a-palooza,1178,1059,1-0,A41,Modern Defense: Neo-Modern Defense,180+5,Normal,e4 e5 c4 g6 d4 Bg7 Nf3 Nc6 d5 Nd4 Bg5 f6 Be3 c6 d6 Qa5+ Bd2 Qc5 Nxd4 exd4 Bf4 Qxc4 Bxc4 b5 Bb3 f5 exf5 Nf6 Qe2+ Kf8 Qe7#,Rated Blitz game,1178,1059,119,1,10.0,2
zinder2,Arizumi,1448,1591,0-1,C00,French Defense: Two Knights Variation,300+0,Normal,e4 e6 Nf3 d5 Nc3 dxe4 Nxe4 Be7 d4 Nf6 Bd3 O-O Bg5 Nxe4 Bxe7 Qxe7 Bxe4 c6 c3 Nd7 O-O Nf6 Bc2 b5 Ne5 Bb7 Ng4 Rfd8 Qf3 c5 Nxf6+ gxf6 Qg4+ Kh8 dxc5 Rg8 Qh4 Rxg2+ Kh1 Rg4+,Rated Blitz game,1448,1591,-143,1,6.0,0
shinobinobushi,MudeDude,1524,1322,0-1,B95,Sicilian Defense: Najdorf Variation,900+10,Normal,e4 c5 Nf3 d6 Nc3 Nf6 d4 cxd4 Nxd4 a6 Bg5 e6 Bc4 b5 Bb3 Be7 Bxf6 Bxf6 Qd3 Bb7 O-O-O O-O Nf3 a5 Nxb5 Nc6 Nxd6 a4 Bc4 Qc7 Nxb7 Qxb7 Bb5 Ne5 Nxe5 Bxe5 Qf3 Ra5 Bc4 Qxb2+ Kd2 Qd4+ Qd3 Bf4+ Ke2 Qxd3+ Bxd3 a3 Rhe1 h5 g3 Bh6 h4 g5 Kf1 gxh4 gxh4 f5 e5 Ra4 f3 Kh7 Kf2 Rg8 c4 Bf4 Ke2 Rg2+ Kf1 Rh2 c5 Bg3 Kg1 Rxa2 Re2 Rxe2 Bxe2 a2 Ra1 Ra3 Bc4 Bxe5 Rxa2 Rxf3 c6 Rc3 Ra5 Bd4+ Kf1 Rxc4 Ra7+ Bxa7 c7 Rxc7,Rated Classical game,1524,1322,202,1,10.0,0
hugovb,EleventyThree,1286,1085,0-1,A40,"Englund Gambit Declined, Reversed French",300+6,Normal,d4 e5 e3 d6 a3 exd4 exd4 Qe7+ Be3 c5 Bb5+ Nc6 Ne2 a6 Bd3 Bg4 O-O Nxd4 Nbc3 b5 b4 cxb4 axb4 d5 Nxd5 Qh4 Nc7+ Kd8 Nxa8 Bd6 g3 Qh3 Rxa6 Kd7 Ra7+ Ke6 Nxd4+ Kd5 Nf5 Bxd1 Rxd1 Be5 Bxb5+ Ke6 Bc4+ Kxf5 Rxf7+ Bf6 Bd3+ Ke6 Bc4+ Ke5 Bf4+ Kf5 Rd5+ Ke6 Rd3+ Kf5 Rd5+ Kg6 Rdd7 Ne7 Nc7 h5 Nd5 Ra8 Nxe7+ Kh7 Nf5 Ra1+ Bf1 Qxf1#,Rated Classical game,1286,1085,201,1,6.0,0
DontBeAngry,elevess,1876,1755,1-0,C00,French Defense: Pelikan Variation,60+0,Normal,e4 e6 Nc3 d5 f4 dxe4 Nxe4 Nf6 c5 Nf3 Nc6 c3 Be7 O-O Bb5 Qb6 Bxc6 bxc6 Qb3 Ba6 Qxb6 axb6 Be3 cxd4 Bxd4 Bxf6 Bxf6 O-O-O Bc4 Kb2 Ra7 Ne4 Rfa8 Nxf6+ gxf6 a4 Bc6 gxf3 c4 Ra1 cxb3 Kxb3 b5 a5 Rxa5 Rxa5 Rxa5 Kb4 Ra4+ Kxb5 Rxf4 c4 Rxf3 c5 Rb3+ Kc4 Rb2 Rc1 c6 c7 Rc8 Kb5 Ke7 Kc6 f5 Kb7 Rd1+,Rated Bullet tournament https://lichess.org/tournament/cCgRWiW2,1876,1755,121,1,6.0,2
Eduardo_Me,Yian,1476,1130,1-0,C24,Bishop's Opening: Berlin Defense,1080+0,Normal,e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 Qf3 f6 Bxd5 c6 Bb3 a5 a3 a4 Ba2 b5 c3 h5 Ne2 Bg4 Qe3 Na6 O-O Bc5 d4 Bb6 Ng3 Qd7 Qe4 O-O-O h3 Bc7 Be3 Be6 Bxe6 Qxe6 Nf5 h4 Nxg7 Qb3 Qf5+ Kb7 Nd2 Qxb2 Ne6 Bb6 Nxd8+ Rxd8 Qxf6 Qxc3 Qe7+ Bc7 Ne4 Qd3 Nc5+ Nxc5 dxc5 Rd7 Qxh4 Rh7 Qg4 e4 Rab1 Qxa3 Rxb5+ cxb5 Qxe4+ Ka6 Qxh7 Bb8 c6 Qc3 Qb7+ Ka5 Qxb8 Qxc6 Bd2+ b4 Rb1 Qe4 Bxb4+ Ka6 Bf8 a3 Qb6#,Rated Classical game,1476,1130,346,1,10.0,2
feliracing,dupinozka,1319,1171,1-0,D01,"Queen's Pawn Game: Veresov Attack, Classical Defense",120+0,Time forfeit,d4 d5 Nc3 e6 Nf3 Nf6 Bg5 Be7 e3 O-O Bb5 h6 Bh4 a6 Bd3 b5 a3 c5 c4 Be2 Nc5 Bxc5 dxc5 O-O Nbd7 Ne5 Qc7 Nxd7 Nxd7 e5 Qg4 f5 Qh5 Rxf6 Qh3 Qg3,Rated Bullet game,1319,1171,148,1,10.0,2
